Title,Company,City,State,Description,Skills,Experience,Job URL
Seeking Service Desk Analyst And Service Desk Engineer Se Suburbs Analyst Package 86k And Engineer Package 92k,Goodpeople HR,Melbourne,VIC,"Level 1 Support for workstation and network troubleshooting
Level 2 Support with 3 years experience, troubleshooting skills
Opportunity to run small projects, assist with administrative duties","C, R, SSIS",3,https://au.jora.com/job/Service-Desk-Engineer-df04757b8441885d3b8e3dbf80b7c2a5
ICT Support Technician,Apprise Consulting,Alice Springs,NT,"Provide end-to-end IT support for users and equipment
Manage user accounts, troubleshoot hardware/software, maintain IT assets
BS/MS in Computer Science, Cloud experience, networking knowledge required","C, IT Support, Networking, R",,https://au.jora.com/job/ICT-Support-Technician-1d1afa8e8ba2b6b1e1397b8858dcfbcf
Service Desk Technicians,Cleared ICT,Deakin,ACT,"Provide frontline IT support in high-security environment
Manage ICT stores, install/configure endpoint devices, network connections
Experience in troubleshooting, networking, security, and incident management","C, IT Support, Networking, R",,https://au.jora.com/job/Service-Desk-Technician-25ab2b355539a7a7c1b1d6c320a507b8
IT Infrastructure Specialist,Cotton On Group,Geelong,VIC,"Manage server, storage, and infrastructure applications for global retailer
Troubleshoot incidents, support IT projects, mentor extended team
Proficient in Azure, AWS, Windows, Office365, VMware, Active Directory","AWS, Active Directory, Azure, C, R, VMware",,https://au.jora.com/job/IT-Infrastructure-Specialist-fb64b3de1c97adaaf5a819040de69c43
Service Desk Technician - 12 Month Fixed Term Contract,Acciona,Sydney CBD,NSW,"Deliver second-level support for computer systems and applications
Install and configure hardware, software, and peripheral devices
Experience in Level 2 role, mobile device and PC support","C, R",,https://au.jora.com/job/Service-Desk-Technician-ebcc7ecb4ed4ba3b7b4e7de4f5264484
Technical Support Analyst II,Global payments,Gascoyne Junction,WA,"Provide second-level technical support for desktop, software, hardware
Communicate effectively with users, explaining complex technical issues
At least 2 years of college completed; computer science degree preferred","C, R",2,https://au.jora.com/job/Technical-Support-Analyst-738e6e6d9c72270f855f054818bd5c52
IT Operations Specialist,Ford Motor Company,Broadmeadows,VIC,"Primary IT SPOC for Melbourne campus & surrounding areas
Support IT, Business & Vendor managed infrastructure, data center
3+ years experience in data center, Cisco network, NAS storage","C, R",3,https://au.jora.com/job/IT-Operations-Specialist-6d2dfe2060f224cc78056e06aa5995de
Application Support Specialist,Tech & Data People,Braeside,VIC,"Provide expert-level support for Microsoft applications in retail operations
Collaborate with IT teams, developers, and retail stakeholders effectively
Maintain, troubleshoot, and optimize Microsoft business applications","C, R",,https://au.jora.com/job/Application-Support-Specialist-de6d3979e8b1f140c7e8f7cf3ddf6f9a
IT Support Technician,Red Bull,Sydney,NSW,"Professional IT support for end-users, focusing on satisfaction
Configuring, maintaining servers, networks, and IT systems
Bachelor's in IT or Computer Science, 1+ year experience required","C, IT Support, R",1,https://au.jora.com/job/IT-Support-Technician-e64c4eec6fd1f44f4e1570700bed0650
Level 3 IT support technician – Rockhampton and Brisbane,A&B Mylec Pty Ltd,Rockhampton,QLD,"Provide technical support for IT environments and network maintenance
Assist with software development projects and manage backup systems
Require experience in Microsoft 365, Windows domain management, and networking","C, Networking, R, SSIS",,https://au.jora.com/job/Level-3-IT-fb763163f817d66c76dc0304bfc9c8dc
Technical Support and Provisioning Specialist,Bluechip Infotech,Silverwater,NSW,"Provisioning and pre-staging of UC devices for deployment
Device support, troubleshooting, warranty management, and ticket handling
Assisting with firmware rollouts, training, and vendor communication","C, R, SSIS, communication",,https://au.jora.com/job/Provisioning-Specialist-93abe0680c4e48919978c231c649c3f0
Software Support Specialist,Objective Corporation,Sydney,NSW,"Provide Level 3 technical support to customers and consultants
Act as 'voice of the customer' and drive customer satisfaction
Bachelor's in IT or equivalent experience; strong SQL skills","C, R, SQL",,https://au.jora.com/job/Software-Support-Specialist-449ec7cb4c47bd2d8f8e235dd70c4332
L2 Desktop Support,M&T Resources,Melbourne,VIC,"Provide Level 1 & 2 technical support to end-users
Troubleshoot and resolve complex desktop and laptop issues
Experience with Microsoft Windows, macOS, and Active Directory required","Active Directory, C, R",,https://au.jora.com/job/L2-Desktop-Support-daa1d3912b4e0118bd02daa88a555061
Technology Support Specialist,O'Connors,Bendigo,VIC,"Provide structured support for Precision Farming and Application equipment
Develop and deliver training material for internal and external sessions
Offer employee benefits, discounts, and flexible work location","C, R",,https://au.jora.com/job/Technology-Support-Specialist-d6d19ad3ef6d17b2a216dea1c8688ebb
IT Systems & Automation Specialist,St Trinity Property Group,Concord,NSW,"Manage hardware, software, and system support for office environment
Conduct user training, tool integration, and project management tasks
Requirements include IT degree, 2+ years experience, and tech skills","C, R",2,https://au.jora.com/job/Automation-Specialist-9ef2835a859f72bb336417727a0cea04
Technical Support Specialist,Jomablue Pty Ltd,Ultimo,NSW,"Provide Tier 2 technical support for Jomablue products
Data analysis, custom reports, and hardware maintenance responsibilities
Essential skills include customer service, Excel, and troubleshooting abilities","C, Excel, R",,https://au.jora.com/job/Technical-Support-Specialist-bbe9d9437becc3db2c73b5804e6e22f2
Technical Support Specialist (hospitality saas),Wirely Pty Ltd,Sydney CBD,NSW,"Provide technical support via phone, email, and chat
Troubleshoot platform issues and escalate complex bugs
Experience in hospitality industry and customer support preferred","C, R, Scala",,https://au.jora.com/job/Technical-Support-Specialist-29190e206d85c39965e7b25a0eb05b60
Applications Support Specialist,Nous Group,Melbourne,VIC,"Provide expert technical support for enterprise applications
Configure and enhance SaaS applications, troubleshoot and resolve issues
5+ years IT experience, Salesforce admin, Microsoft stack knowledge","C, R, Salesforce",5,https://au.jora.com/job/Applications-Support-Specialist-fecb9439e26498691aebfcd1525ff619
IT Support Technician (L2),WEG Australia,Scoresby,VIC,"Provide L1 and L2 IT support across multiple branch locations
Manage network security, firewall policies, and wireless networks
Experience with enterprise backup, disaster recovery, and ITIL practices","C, IT Support, ITIL, R, SAS",,https://au.jora.com/job/IT-Support-Technician-900513dba78a4b0c7c4cb9261af02fc5
IT Support Officer/ Technician,Australian Meat Group,Dandenong,VIC,"Provide IT support for hardware and software systems
Experience with Active Directory, system integration, and barcoding equipment
Excellent communication skills and ability to troubleshoot technical issues","Active Directory, C, Excel, IT Support, R, communication",,https://au.jora.com/job/Technician-28bc55ddc077a3cce378cd376d7f125b
"IT Service Delivery Officer (Kalgoorlie, WA)",Scout Talent,Bunbury,WA,"Provide IT support to City of Kalgoorlie-Boulder users
Manage assets, tech upgrades, and system improvements
Required: IT qualification, Microsoft 365 skills, ITSM knowledge","C, Go, IT Support, R",,https://au.jora.com/job/Service-Delivery-Officer-7e774141c67e21dd6961187fc0a43610
Technical Support Specialist,seek.com.au,Auburn,NSW,"Troubleshoot hardware, software, and network issues
Support payment processing systems and integrated systems
Build and maintain technical documentation and SOPs","C, R",,https://au.jora.com/job/Technical-Support-Specialist-5b53c61053aa5b9d4198157681a3efc1
Customer Support Specialist,ROAVER,Sydney CBD,NSW,"Provide first-level support to travel agents using Roaver system
Troubleshoot booking issues, platform queries, and account questions
Contribute to improvements in support processes and documentation","C, R",,https://au.jora.com/job/Customer-Support-Specialist-472f1e70c5abdda963347d2cd80b8cdc
Service Desk,Talent International,Adelaide,SA,"Deliver effective incident and service request management
Provide excellent customer service in ICT service desk environment
Document procedures, manage calls/emails, escalate incidents effectively","C, Excel, R, Scala, Service Desk",,https://au.jora.com/job/Service-Desk-5b9902754e38c019ae4f7ddcaff23b11
IoT Support Engineer,West Recruitment,Sydney Western Suburbs,NSW,"Provide advanced support for 5000+ IoT hardware devices
Experience in Level 2 service desk support and IoT devices
Competitive salary, WFH flexibility, and career enhancement opportunities","C, R, Service Desk",,https://au.jora.com/job/Support-Engineer-33e83283cc442e7bb4fb341467520526
Application Support Specialist,"Australian Department of Agriculture, Fisheries and Forestry",Canberra,ACT,"Primary escalation point for Level 1 support and complex issues
Resolving technical issues for critical Export and Biosecurity IT systems
Tracking and responding to incidents via ServiceNow and other channels","C, R, Scala",,https://au.jora.com/job/Application-Support-Specialist-8b516960a2e667ac44c6219982d142ca
ICT Service Desk Officer L2,Relationships Australia QLD,Brisbane,QLD,"Provide first-class IT support for applications and systems
Manage service requests, resolve issues, and improve IT infrastructure
Minimum 3 years industry experience, vendor certifications, PowerShell scripting","C, IT Support, PowerShell, R, Shell",3,https://au.jora.com/job/ICT-Service-Desk-102581f0018afd7b802f46893b695994
Senior Service Support Specialist,Teachers Mutual Bank,Homebush,NSW,"Provide first and second-line technical support via multiple channels
Manage incidents, requests, and contribute to IT projects
Experience in ITSM, cloud services, and leadership role preferred","C, R, leadership",,https://au.jora.com/job/Support-Specialist-fafeb93f20dad070ae9b78ece00986dc
Regional Support Analyst,Bega Group,Brisbane,QLD,"Provide 1st and 2nd level IT support to internal staff
Escalate issues to level 2/3 support teams or vendors
Qualifications in IT, experience in IT Specialist role required","C, IT Support, R, Scala",,https://au.jora.com/job/Support-Analyst-113ec44c7eb5b70a77689ae33415e901
Customer Support Specialist (Maternity Leave Cover),Supportability,Melbourne,VIC,"Main contact for TurnPoint & SupportAbility customers
Resolve ticket issues, manage escalations, and provide training
Experience in SaaS customer support and healthcare ICT systems preferred","C, R, Scala",,https://au.jora.com/job/Customer-Support-Specialist-36a5d8e9085f4217a0c9a764a3028b99
CUSTOMER SUPPORT SPECIALIST | JUNIOR TO MID-LEVEL (RETAIL / HOSPO / SERVICE EXP),Martian Logic,Sydney CBD,NSW,"3+ years experience in customer service in retail, hospitality, IT
Opportunity for growth from support team leader to product manager
Manage client support, issue triaging, stakeholder relations","C, R",3,https://au.jora.com/job/Customer-Support-Specialist-e6a002ccd91d195845d80b4e07c28b0e
L2 Service Desk Engineer Roles,Chaleen Botha Pty Ltd t/a Chaleen Botha Recruiter,Osborne Park,WA,"Provide Level 2 technical support for Windows and Mac systems
Develop and execute software test plans; maintain backup solutions
Strong problem-solving skills, customer service, and cybersecurity knowledge","C, R",,https://au.jora.com/job/Service-Desk-Engineer-e90b1aaa04f2193729af7b7eee9b3ccd
END USER SUPPORT ONSITE TECHNICIAN (DSA L1) – Wagga Wagga,Kirra Services,Wagga Wagga,NSW,"Provide onsite end user support for hardware, software, and peripherals
Knowledge of IT infrastructure, network equipment, and customer service
Preferred experience with incident management tools and ITIL framework","C, ITIL, R",,https://au.jora.com/job/Onsite-Technician-4103ecbb917a40ecd5b6d4005a827592
